uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,carteira,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
43,4,masculino,26,1,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,1.0,1.0,1.0,1201.0,1.0,1.0,4.0,1550.0,1550.0
22,1,feminino,9,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
25,1,masculino,36,4,9,2.0,medio,1.0,,,,1.0,pintor_empap,7131.0,7.0,1.0,1.0,1.0,41000.0,3.0,1.0,3.0,937.0,937.0
24,4,feminino,84,1,5,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
23,4,masculino,29,4,3,2.0,medio_inc,1.0,,,,1.0,inst_rep_tec_inf_com,7422.0,7.0,1.0,1.0,1.0,63000.0,7.0,1.0,5.0,1000.0,400.0
24,4,masculino,20,4,5,2.0,medio,1.0,,,,1.0,mensageiros_carreg_bagagem_encomenda,9621.0,9.0,1.0,2.0,2.0,48030.0,4.0,2.0,3.0,800.0,200.0
35,2,masculino,12,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
29,4,masculino,33,4,4,2.0,sem_instrucao,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,feminino,69,1,2,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
35,2,feminino,20,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
50,1,masculino,12,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,4,masculino,14,4,4,1.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
41,4,masculino,34,1,2,1.0,superior_inc,1.0,,,,1.0,cabeleireiro,5141.0,5.0,1.0,2.0,2.0,96020.0,10.0,1.0,3.0,2000.0,2000.0
35,1,masculino,24,2,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
33,4,feminino,66,4,1,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
32,4,feminino,63,1,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
22,4,masculino,15,4,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
15,4,feminino,60,4,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
35,2,masculino,2,1,4,,,,,,,,,,,,,,,,,,,
33,2,masculino,37,1,2,2.0,superior,1.0,,,2.0,1.0,med_especialista,2212.0,2.0,3.0,5.0,1.0,86001.0,9.0,1.0,3.0,8000.0,8000.0
33,1,feminino,10,2,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
15,4,masculino,47,4,4,2.0,fundamental,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,937.0,1600.0
24,2,masculino,24,4,6,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,6.0,10.0,,1108.0,1.0,2.0,3.0,,
29,4,feminino,51,4,5,2.0,medio_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,300.0,300.0
24,2,feminino,12,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
17,4,masculino,54,4,4,2.0,medio,1.0,,,1.0,1.0,superv_secret,3341.0,3.0,3.0,7.0,,64000.0,7.0,1.0,3.0,2500.0,2500.0
35,1,feminino,12,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
16,1,feminino,39,4,4,2.0,fundamental_inc,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48073.0,4.0,1.0,3.0,937.0,937.0
52,4,masculino,22,4,3,2.0,medio_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,1.0,1.0,1105.0,1.0,1.0,3.0,1300.0,1300.0
23,1,feminino,27,4,3,2.0,medio_inc,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48071.0,4.0,1.0,4.0,937.0,937.0
50,4,feminino,21,4,5,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,56011.0,6.0,2.0,4.0,850.0,500.0
35,4,masculino,1,1,4,,,,,,,,,,,,,,,,,,,
23,4,feminino,71,1,3,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
52,2,masculino,9,2,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
33,1,feminino,40,1,4,2.0,medio,1.0,,,,1.0,sec_geral,4120.0,4.0,1.0,1.0,1.0,85012.0,9.0,1.0,3.0,1350.0,1350.0
14,1,feminino,32,4,6,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
52,1,feminino,1,4,6,,,,,,,,,,,,,,,,,,,
26,1,feminino,68,4,2,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
42,4,feminino,20,4,4,2.0,medio,1.0,,,,1.0,op_maquinas_embalagem,8183.0,8.0,1.0,2.0,2.0,10010.0,2.0,1.0,4.0,1100.0,1140.0
21,4,masculino,18,4,6,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,2.0,2.0,48050.0,4.0,2.0,3.0,400.0,400.0
51,1,masculino,22,2,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
28,4,masculino,53,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
35,4,masculino,50,1,3,1.0,medio,1.0,,,,1.0,eletric_obra,7411.0,7.0,4.0,8.0,,43000.0,3.0,2.0,5.0,5000.0,936.0
29,1,masculino,14,4,4,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
51,4,feminino,58,4,1,2.0,fundamental,2.0,2.0,5.0,,,,,,,,,,,,,,
21,4,masculino,2,4,5,,,,,,,,,,,,,,,,,,,
21,4,masculino,21,2,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
24,4,masculino,25,2,2,2.0,medio,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,5.0,9.0,,41000.0,3.0,2.0,2.0,300.0,350.0
32,4,feminino,56,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
33,4,masculino,59,1,3,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,56011.0,6.0,2.0,3.0,500.0,650.0
41,1,feminino,15,3,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
24,1,masculino,29,4,7,1.0,superior,1.0,,,,1.0,secret_exec_adm,3343.0,3.0,1.0,2.0,2.0,35010.0,2.0,2.0,3.0,2000.0,2000.0
23,4,masculino,9,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
16,1,feminino,21,1,4,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48042.0,4.0,1.0,3.0,950.0,950.0
23,1,masculino,45,4,4,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,48030.0,4.0,1.0,3.0,1400.0,2500.0
32,2,feminino,32,4,5,2.0,medio,1.0,,,,1.0,cabeleireiro,5141.0,5.0,5.0,9.0,,96020.0,10.0,2.0,3.0,700.0,700.0
42,4,feminino,19,1,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
41,4,feminino,1,1,3,,,,,,,,,,,,,,,,,,,
35,4,masculino,26,4,6,2.0,medio_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,1200.0,1200.0
43,4,masculino,53,1,1,2.0,sem_instrucao,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,1.0,1.0,1.0,1201.0,1.0,1.0,4.0,1000.0,1000.0
21,4,feminino,68,1,4,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
35,1,masculino,30,1,2,2.0,medio_inc,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,3.0,5.0,1.0,84012.0,8.0,1.0,5.0,1500.0,1500.0
25,4,masculino,36,4,4,2.0,fundamental,1.0,,,,1.0,chap_caldeireiro,7213.0,7.0,1.0,1.0,1.0,25001.0,2.0,1.0,3.0,937.0,937.0
31,4,masculino,51,4,2,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
35,1,masculino,28,1,2,2.0,superior,1.0,,,,1.0,analista_gestao_adm,2421.0,2.0,1.0,1.0,1.0,62000.0,7.0,1.0,3.0,2500.0,2500.0
31,4,masculino,43,4,3,2.0,fundamental_inc,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,2.0,2.0,94091.0,10.0,2.0,3.0,600.0,0.0
24,1,feminino,41,4,2,2.0,medio_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
50,4,feminino,53,1,3,2.0,fundamental,2.0,2.0,3.0,,,,,,,,,,,,,,
31,4,feminino,65,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
29,4,masculino,32,1,3,2.0,superior_inc,1.0,,,,1.0,dirig_comercio,1221.0,1.0,1.0,1.0,1.0,45010.0,4.0,1.0,3.0,1400.0,2000.0
29,4,masculino,40,4,4,2.0,fundamental_inc,1.0,,,,1.0,vend_quiosque,5211.0,5.0,5.0,9.0,,48100.0,4.0,2.0,2.0,1000.0,1000.0
13,4,feminino,11,1,11,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
32,4,feminino,15,2,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
22,4,feminino,81,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
21,4,masculino,7,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,4,feminino,38,1,3,2.0,superior,1.0,,,,1.0,advogado_jurista,2611.0,2.0,5.0,9.0,,69000.0,7.0,1.0,5.0,5000.0,5000.0
16,4,feminino,5,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
22,4,masculino,77,1,5,2.0,fundamental_inc,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,5.0,9.0,,48030.0,4.0,2.0,2.0,200.0,200.0
35,1,feminino,3,4,3,,,,,,,,,,,,,,,,,,,
27,4,feminino,17,4,5,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
28,4,masculino,21,4,5,2.0,superior_inc,1.0,,,,1.0,reg_op_maq_ferram,7223.0,7.0,1.0,1.0,1.0,27090.0,2.0,1.0,3.0,938.0,938.0
35,4,feminino,44,1,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
42,4,masculino,24,1,4,2.0,medio,1.0,,,,1.0,op_maq_ting_limp_tecido,8154.0,8.0,1.0,2.0,2.0,96010.0,10.0,2.0,3.0,1500.0,1500.0
29,4,feminino,18,4,2,2.0,medio,1.0,,,,1.0,sec_geral,4120.0,4.0,1.0,2.0,2.0,85013.0,9.0,2.0,2.0,400.0,400.0
26,4,masculino,33,4,3,2.0,medio,1.0,,,1.0,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,3.0,7.0,,86001.0,9.0,1.0,4.0,1600.0,1600.0
17,4,masculino,58,4,2,2.0,medio,1.0,,,,1.0,minist_cultos_missionario,2636.0,2.0,5.0,9.0,,94091.0,10.0,2.0,1.0,200.0,150.0
53,1,feminino,55,1,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
23,4,masculino,21,4,5,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,2.0,400.0,400.0
52,1,feminino,30,4,3,2.0,superior,1.0,,,,1.0,dentista,2261.0,2.0,4.0,8.0,,86002.0,9.0,1.0,5.0,8000.0,8000.0
35,1,feminino,85,1,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
50,4,masculino,19,4,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
14,1,masculino,11,4,7,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
41,4,feminino,39,1,4,2.0,sem_instrucao,1.0,,,,1.0,outros_cuid_pessoais_saude,5329.0,5.0,1.0,1.0,1.0,86003.0,9.0,1.0,3.0,1200.0,1200.0
13,4,masculino,13,4,10,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
21,4,feminino,32,4,5,2.0,sem_instrucao,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,,48071.0,4.0,2.0,2.0,400.0,400.0
23,4,masculino,7,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
52,3,masculino,27,1,5,2.0,superior_inc,1.0,,,,1.0,cabeleireiro,5141.0,5.0,5.0,9.0,,96020.0,10.0,2.0,2.0,1800.0,1800.0
29,4,feminino,19,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
13,4,feminino,12,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
41,1,masculino,56,4,7,2.0,fundamental_inc,1.0,,,,1.0,bomb_encanad,7126.0,7.0,5.0,9.0,,43000.0,3.0,2.0,4.0,2000.0,2000.0
15,4,masculino,48,2,6,2.0,fundamental,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,4.0,8.0,,49030.0,5.0,1.0,3.0,1200.0,1200.0
15,4,masculino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
23,4,feminino,28,4,4,2.0,fundamental,2.0,2.0,6.0,,,,,,,,,,,,,,
35,4,feminino,19,1,3,1.0,superior_inc,1.0,,,,1.0,outros_profis_ensino,2359.0,2.0,3.0,6.0,2.0,85012.0,9.0,2.0,2.0,600.0,600.0
33,4,masculino,49,4,2,2.0,fundamental_inc,1.0,,,,1.0,outros_artesao,7319.0,7.0,5.0,9.0,,17002.0,2.0,2.0,2.0,200.0,120.0
50,4,feminino,22,4,2,2.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
13,4,masculino,32,1,4,1.0,medio,1.0,,,,1.0,prof_ensino_fund,2341.0,2.0,3.0,6.0,2.0,85012.0,9.0,1.0,2.0,945.0,945.0
21,4,feminino,13,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,4,feminino,35,4,2,1.0,superior,1.0,,,1.0,1.0,profis_enfermagem,2221.0,2.0,3.0,7.0,,85013.0,9.0,1.0,2.0,2300.0,2300.0
52,3,feminino,16,1,6,2.0,fundamental_inc,1.0,,,,1.0,garcom,5131.0,5.0,1.0,2.0,2.0,56011.0,6.0,2.0,3.0,600.0,600.0
31,4,feminino,19,1,4,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
23,4,feminino,70,4,2,2.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,,
17,4,feminino,28,4,5,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,6.0,10.0,,1108.0,1.0,2.0,2.0,,
12,1,feminino,24,4,4,2.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,,
51,4,feminino,16,4,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
43,4,masculino,66,1,3,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1107.0,1.0,1.0,3.0,2033.0,0.0
23,4,masculino,5,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
22,4,feminino,55,4,2,2.0,sem_instrucao,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,6.0,10.0,,1203.0,1.0,2.0,2.0,,
35,4,masculino,22,1,3,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
33,1,masculino,29,4,2,2.0,medio,1.0,,,,1.0,frent_posto_gas,5245.0,5.0,1.0,1.0,1.0,48060.0,4.0,1.0,4.0,1300.0,1300.0
21,4,masculino,50,4,4,2.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
52,4,masculino,15,2,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
26,4,feminino,82,1,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
17,4,feminino,10,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
15,4,feminino,24,4,6,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
14,4,feminino,2,5,7,,,,,,,,,,,,,,,,,,,
43,4,masculino,42,1,3,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1106.0,1.0,1.0,3.0,3300.0,13000.0
26,4,masculino,40,4,5,2.0,sem_instrucao,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,1.0,2.0,2.0,1201.0,1.0,2.0,1.0,40.0,0.0
21,4,masculino,28,4,3,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
31,4,masculino,67,1,2,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,2.0,2.0,150.0,150.0
11,4,feminino,14,2,5,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
14,1,masculino,31,4,7,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
51,4,feminino,55,4,6,2.0,superior,1.0,,,1.0,1.0,prof_ensino_pre_esc,2342.0,2.0,3.0,7.0,,85011.0,9.0,1.0,2.0,2000.0,2000.0
24,2,feminino,57,2,3,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,48030.0,4.0,2.0,4.0,300.0,300.0
42,4,masculino,13,2,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
43,4,feminino,9,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,4,masculino,26,1,3,2.0,medio_inc,1.0,,,,1.0,agricultor_horta_viv_jardim,6112.0,6.0,2.0,4.0,2.0,97000.0,11.0,2.0,3.0,970.0,970.0
27,4,masculino,52,4,3,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,48030.0,4.0,2.0,3.0,1000.0,1000.0
29,1,masculino,9,2,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
26,4,masculino,37,4,3,2.0,medio,1.0,,,,1.0,op_maq_alim,8160.0,8.0,1.0,1.0,1.0,11000.0,2.0,1.0,3.0,1000.0,1000.0
26,4,masculino,4,1,4,,,,,,,,,,,,,,,,,,,
13,4,masculino,7,4,7,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
21,4,masculino,10,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
52,4,feminino,24,1,4,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
16,1,feminino,20,4,2,1.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,,
35,2,feminino,43,1,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
25,4,feminino,12,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
22,4,masculino,37,4,6,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,,85012.0,9.0,1.0,3.0,1200.0,2250.0
21,4,feminino,19,2,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
43,2,feminino,37,1,3,2.0,fundamental,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,1.0,97000.0,11.0,1.0,5.0,2000.0,2000.0
17,1,masculino,27,4,2,2.0,medio_inc,1.0,,,,1.0,coletor_lixo_mat_recic,9611.0,9.0,1.0,1.0,1.0,38000.0,2.0,1.0,3.0,1500.0,1500.0
23,4,masculino,8,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
26,4,feminino,28,4,2,2.0,superior,2.0,2.0,6.0,,,,,,,,,,,,,,
31,4,masculino,47,4,3,2.0,sem_instrucao,2.0,2.0,5.0,,,,,,,,,,,,,,
42,4,masculino,18,1,4,1.0,medio_inc,1.0,,,,1.0,telefonista,4223.0,4.0,1.0,2.0,2.0,61000.0,7.0,2.0,2.0,550.0,550.0
35,1,feminino,85,1,1,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
22,4,masculino,32,4,1,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1109.0,1.0,2.0,2.0,150.0,400.0
29,4,masculino,16,4,4,1.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
52,4,masculino,2,1,5,,,,,,,,,,,,,,,,,,,
12,4,feminino,9,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
33,4,feminino,16,4,5,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
29,4,masculino,47,4,4,2.0,sem_instrucao,1.0,,,,1.0,vend_amb_alimento,5212.0,5.0,5.0,9.0,,56020.0,6.0,2.0,2.0,500.0,500.0
35,4,feminino,38,1,4,2.0,superior_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
35,1,feminino,2,4,3,,,,,,,,,,,,,,,,,,,
33,2,feminino,63,4,5,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
33,1,masculino,41,4,4,2.0,medio,1.0,,,,1.0,secret_exec_adm,3343.0,3.0,1.0,1.0,1.0,69000.0,7.0,1.0,3.0,1600.0,1600.0
42,4,feminino,54,1,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
31,4,feminino,32,1,4,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
33,4,masculino,26,4,4,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
50,4,masculino,92,4,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
53,1,masculino,25,4,1,2.0,medio,1.0,,,,1.0,fisc_cobrad_transp_pub,5112.0,5.0,1.0,1.0,1.0,49030.0,5.0,1.0,3.0,1400.0,1400.0
24,4,feminino,38,4,4,1.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
43,4,feminino,36,1,4,2.0,medio,1.0,,,,1.0,dirig_ind_transf,1321.0,1.0,4.0,8.0,,10010.0,2.0,1.0,3.0,1500.0,1500.0
25,4,masculino,2,4,3,,,,,,,,,,,,,,,,,,,
31,4,feminino,49,1,4,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,3.0,800.0,800.0
31,4,feminino,82,1,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
33,1,masculino,67,1,2,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
41,4,feminino,25,4,2,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
51,4,feminino,74,4,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
29,4,masculino,37,4,3,1.0,superior,1.0,,,,1.0,eng_meio_ambiente,2143.0,2.0,1.0,1.0,1.0,71000.0,7.0,1.0,2.0,8000.0,8000.0
32,4,masculino,16,4,5,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
33,1,masculino,36,1,3,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
51,4,feminino,16,1,4,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
32,4,masculino,67,1,2,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,4.0,8.0,,1113.0,1.0,2.0,3.0,1200.0,1200.0
53,1,masculino,7,1,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
31,4,masculino,63,1,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
53,1,masculino,78,4,5,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,feminino,88,1,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
31,4,masculino,43,1,4,2.0,medio_inc,1.0,,,,1.0,chap_caldeireiro,7213.0,7.0,5.0,9.0,,45020.0,4.0,2.0,3.0,2000.0,1800.0
31,2,masculino,2,1,4,,,,,,,,,,,,,,,,,,,
27,1,feminino,35,4,3,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
21,4,feminino,26,4,2,2.0,medio,1.0,,,,1.0,inspet_saude_laboral_amb,3257.0,3.0,3.0,6.0,2.0,84013.0,8.0,2.0,2.0,937.0,937.0
28,1,feminino,51,4,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
29,1,feminino,37,4,5,2.0,fundamental_inc,1.0,,,,1.0,cuid_pessoais_domic,5322.0,5.0,2.0,4.0,2.0,97000.0,11.0,2.0,4.0,937.0,937.0
32,4,feminino,56,1,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
23,1,masculino,38,1,3,2.0,medio,1.0,,,1.0,1.0,outros_serv_protecao,5419.0,5.0,3.0,7.0,,84013.0,8.0,1.0,2.0,4000.0,4000.0
32,2,feminino,37,4,5,2.0,medio,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,86003.0,9.0,1.0,3.0,2500.0,2500.0
43,4,feminino,25,1,4,2.0,medio,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,1.0,5.0,1750.0,1250.0
15,1,feminino,79,1,3,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
21,4,feminino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
43,4,feminino,17,1,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
32,4,feminino,8,1,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
23,4,feminino,25,4,3,2.0,fundamental,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,200.0,200.0
25,4,masculino,35,1,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
26,4,masculino,75,4,2,2.0,fundamental,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1116.0,1.0,1.0,4.0,2300.0,2300.0
11,4,masculino,21,3,4,2.0,medio,1.0,,,,1.0,port_zelador,5153.0,5.0,1.0,2.0,2.0,16001.0,2.0,2.0,3.0,1000.0,1000.0
17,4,feminino,50,1,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
41,4,masculino,17,1,4,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
35,1,masculino,18,1,1,2.0,medio,1.0,,,,1.0,atlet_esport,3421.0,3.0,1.0,1.0,1.0,93011.0,10.0,1.0,3.0,7000.0,7000.0
31,1,feminino,50,1,2,2.0,superior,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,78000.0,7.0,1.0,3.0,2500.0,2500.0
42,1,masculino,59,1,4,2.0,medio,1.0,,,1.0,1.0,escriturario_geral,4110.0,4.0,3.0,7.0,,84016.0,8.0,1.0,3.0,2500.0,2500.0
15,4,feminino,40,4,4,2.0,superior,1.0,,,,1.0,dirig_serv_educ,1345.0,1.0,3.0,6.0,2.0,85012.0,9.0,1.0,3.0,3800.0,3800.0
50,1,masculino,78,3,2,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
32,4,feminino,39,4,4,2.0,medio,1.0,,,,1.0,secret_exec_adm,3343.0,3.0,3.0,6.0,2.0,84013.0,8.0,1.0,2.0,1200.0,1400.0
14,1,feminino,19,4,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
